Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Customer Status,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_Not Subscribed To Internet,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Offer_no offer,Offer_offer a,Offer_offer b,Offer_offer c,Offer_offer d,Offer_offer e
1,69,0,0,0,2,0,1,1,0,0,0,0,0,1,1,49.25,91.1,87.98,179.08,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,20,0,0,0,27,0,1,0,1,1,1,1,1,1,0,78.2,2078.95,1320.57,3399.52,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,31,1,3,1,25,1,0,0,0,0,0,0,0,0,0,25.5,630.6,592.25,1178.43,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,46,1,0,5,25,0,1,1,1,1,0,0,0,1,1,61.6,1611.0,161.25,1727.35,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,57,0,1,0,29,0,1,1,1,1,1,0,0,1,1,45.0,1242.45,0.0,1230.19,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,19,1,0,5,72,1,1,0,1,1,1,1,1,1,1,85.15,6316.2,2329.92,8646.12,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,64,0,0,0,14,0,1,0,1,0,0,0,0,1,0,51.45,727.85,336.56,1064.41,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,38,0,0,0,35,0,1,0,0,1,1,1,1,1,1,99.25,3532.0,1274.7,4806.7,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,50,0,0,0,29,0,1,0,0,0,1,1,1,0,1,94.2,2607.6,59.45,2687.05,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,25,0,0,0,64,1,1,1,1,1,1,1,0,0,0,81.25,5567.55,351.36,5958.91,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,35,1,3,1,39,1,1,0,0,0,1,1,1,1,1,99.95,3767.4,950.82,4718.22,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,72,0,0,0,40,0,1,0,0,0,0,1,1,1,1,91.55,3673.6,1765.6,5439.2,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,51,0,0,0,40,1,1,0,1,1,0,1,1,1,1,104.5,4036.85,1507.6,5544.45,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,78,0,1,0,11,0,1,0,1,0,0,1,1,0,1,95.0,1120.3,127.49,1367.79,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,30,1,0,10,6,1,1,0,0,0,0,0,0,1,0,50.35,314.55,255.96,570.51,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,58,0,0,0,30,1,1,1,0,0,0,0,1,1,1,64.5,1888.45,79.2,1967.65,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,26,0,0,0,27,0,0,0,0,0,0,0,0,0,1,19.4,529.8,557.82,1087.62,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,66,1,0,3,70,1,1,0,1,1,0,1,1,1,1,104.8,7308.95,2764.3,10067.14,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,20,1,0,10,57,1,1,0,1,1,1,1,1,1,1,109.4,6252.7,456.57,6709.27,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,61,1,0,10,58,0,1,0,0,1,0,0,0,1,0,50.3,2878.55,1065.46,3933.78,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,24,0,0,0,16,1,1,0,1,1,0,0,1,1,1,71.4,1212.1,411.36,1623.46,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,55,1,0,3,69,1,1,1,1,1,1,1,1,1,1,116.0,8182.85,2657.88,10840.73,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,32,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.85,19.85,31.77,51.62,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,59,0,0,0,1,1,1,0,0,1,0,1,1,1,1,99.75,99.75,40.71,140.46,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,71,1,1,9,32,0,1,0,1,0,0,1,1,1,1,93.95,2861.45,1019.52,3880.97,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,49,1,2,8,16,1,1,0,0,1,0,1,0,1,1,90.8,1442.2,779.36,2221.56,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,61,1,0,1,49,1,1,1,0,1,1,1,1,1,0,84.35,4059.35,1937.95,5997.3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,40,1,0,2,71,0,1,0,1,1,1,1,1,1,0,58.25,4145.9,0.0,4145.9,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,39,0,0,0,33,1,1,0,1,1,0,1,1,1,0,107.55,3645.5,1639.77,5285.27,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,21,1,0,9,10,0,0,0,0,0,0,0,0,0,1,19.95,187.75,496.0,683.75,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,24,1,0,1,21,1,1,0,1,1,1,1,1,0,1,111.2,2317.1,761.46,3198.56,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,52,1,1,1,37,0,1,1,1,1,0,0,0,1,0,40.2,1448.8,0.0,1448.8,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,71,0,0,0,26,0,1,1,0,0,0,1,0,1,1,85.8,2193.65,877.24,3070.89,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,45,0,0,0,50,0,1,1,0,0,1,0,0,1,1,35.4,1748.9,0.0,1748.9,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,29,0,0,0,7,1,1,0,0,0,0,0,0,1,1,73.85,511.25,200.34,698.56,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,62,1,0,1,61,1,1,1,1,1,1,1,1,1,0,88.1,5526.75,2878.59,8405.34,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,42,0,0,0,15,0,1,0,0,1,1,1,1,1,1,101.35,1553.95,688.8,2242.75,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,51,0,2,0,26,0,1,1,0,0,1,0,1,1,0,45.8,1147.0,0.0,1147.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,39,1,0,9,72,0,1,0,0,1,0,1,1,1,1,94.65,6747.35,2391.84,9139.19,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,64,1,0,1,44,0,0,0,0,0,0,0,0,0,1,20.5,865.05,1205.6,2070.65,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,55,0,0,0,66,1,1,0,1,0,0,0,1,0,0,89.4,5976.9,3219.48,9200.36,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,40,0,0,0,2,0,1,1,1,0,1,0,0,1,1,86.25,181.65,73.62,255.27,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,76,0,0,0,44,0,1,0,0,1,1,1,1,1,0,74.85,3268.05,339.68,3589.82,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,57,0,0,0,12,1,1,0,1,0,0,1,0,1,1,89.75,1052.4,172.56,1224.96,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,71,1,0,1,69,1,1,0,1,1,1,1,1,1,1,109.95,7634.25,1270.29,8904.54,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,25,0,0,0,1,1,1,0,1,0,0,0,0,1,1,80.2,80.2,1.23,81.43,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19.85,63.75,77.25,141.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,77,0,0,0,27,1,1,0,1,1,0,0,0,1,1,86.45,2401.05,80.19,2481.24,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,57,0,0,0,26,0,0,0,0,0,0,0,0,0,1,20.3,511.25,346.84,858.09,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,73,1,0,9,39,1,1,0,0,0,1,1,1,1,1,101.25,3949.15,785.85,4735.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,41,0,0,0,25,1,1,0,0,0,0,1,1,1,1,94.7,2362.1,872.0,3234.1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,43,0,0,0,1,0,1,0,0,0,0,0,0,1,0,70.9,70.9,39.81,110.71,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,48,1,0,1,22,0,1,1,0,0,1,0,0,1,1,54.2,1152.7,599.28,1751.98,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,56,0,0,0,72,1,1,1,1,1,1,1,1,1,1,114.9,8496.7,3482.64,11979.34,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,51,0,0,0,24,0,0,0,0,0,0,0,0,0,1,19.55,470.2,255.36,725.56,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,34,1,0,8,19,1,1,0,0,0,0,1,0,1,1,86.85,1564.4,148.96,1713.36,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,21,1,2,2,71,1,0,0,0,0,0,0,0,0,0,25.35,1847.55,653.2,2500.75,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,78,1,0,7,33,1,1,1,0,1,1,1,1,1,1,109.9,3694.7,829.95,4524.65,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,54,1,1,7,47,1,1,0,1,0,0,1,0,1,0,87.2,4017.45,51.23,4068.68,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,42,1,3,2,62,0,1,1,1,1,1,1,1,1,0,108.15,6825.65,109.12,6934.77,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,22,0,0,0,71,1,1,1,1,1,1,1,1,1,1,116.3,8309.55,204.48,8514.03,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,71,1,0,8,7,0,1,0,0,0,0,1,1,1,1,89.0,605.45,293.79,899.24,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,56,1,2,6,27,0,1,1,0,0,0,0,0,1,0,74.4,1972.35,1259.82,3232.17,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,32,0,3,0,25,0,1,1,0,0,1,0,0,1,0,35.05,844.45,0.0,844.45,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,80,0,0,0,30,0,1,1,1,0,0,1,1,1,1,74.75,2111.3,1158.3,3269.6,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,73,1,0,1,58,0,1,1,1,0,1,1,1,1,1,105.5,6205.5,982.52,7188.02,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,26,1,0,1,10,1,1,0,0,0,0,0,1,0,1,85.25,855.3,20.2,975.5,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,59,0,0,0,9,1,1,0,0,0,0,0,0,1,1,75.2,633.85,83.43,717.28,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,78,1,0,1,6,1,1,0,0,0,0,0,1,1,1,84.35,474.9,172.26,647.16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,47,1,1,7,69,1,1,1,0,1,0,0,0,0,0,84.45,5848.6,2685.48,8574.08,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,68,0,0,0,66,1,1,1,0,0,0,1,1,1,1,102.4,6471.85,689.7,7161.55,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,30,0,0,0,70,1,1,1,1,1,1,1,1,1,0,115.55,8127.6,714.7,8842.3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,62,0,0,0,25,1,0,0,0,0,0,0,0,0,0,25.3,676.35,139.25,815.6,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,52,1,2,1,46,0,0,0,0,0,0,0,0,0,1,19.25,864.2,1119.18,1983.38,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,63,1,0,7,54,1,1,1,1,1,1,1,1,1,1,114.65,6049.5,615.6,6665.1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,54,0,0,0,15,0,1,1,0,1,1,1,1,1,0,105.1,1582.75,335.85,1918.6,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,48,1,1,0,12,0,0,0,0,0,0,0,0,0,0,19.4,198.1,99.0,297.1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
